Date,sector,sie,seasonal_ref,apac_resid
2020-05-07,East_Antarctica,1.633307525,1.6493904010171734,-0.016082876017173398
2020-05-08,East_Antarctica,1.651911722,1.667985527028015,-0.016073805028015142
2020-05-09,East_Antarctica,1.654371229,1.686600236798623,-0.03222900779862292
2020-05-10,East_Antarctica,1.647906824,1.705224514475992,-0.057317690475992
2020-05-11,East_Antarctica,1.601036279,1.7238483442071202,-0.12281206520712029
2020-05-12,East_Antarctica,1.580815131,1.7424617101390003,-0.16164657913900027
2020-05-13,East_Antarctica,1.598123489,1.7610545964186308,-0.16293110741863082
2020-05-14,East_Antarctica,1.652353321,1.7796169871930068,-0.12726366619300666
2020-05-15,East_Antarctica,1.695128536,1.7981388666091263,-0.10301033060912634
2020-05-16,East_Antarctica,1.712526944,1.8166102188139817,-0.10408327481398172
2020-05-17,East_Antarctica,1.756768054,1.8350210279545751,-0.0782529739545752
2020-05-18,East_Antarctica,1.789396974,1.8533612781778972,-0.06396430417789722
2020-05-19,East_Antarctica,1.794672802,1.8716205240487063,-0.07694772204870626
2020-05-20,East_Antarctica,1.767593271,1.8897804814095642,-0.12218721040956426
2020-05-21,East_Antarctica,1.797231931,1.9078160175385328,-0.1105840865385328
2020-05-22,East_Antarctica,1.845862904,1.9257017692956526,-0.07983886529565254
2020-05-23,East_Antarctica,1.848751652,1.9434123735409772,-0.09466072154097716
2020-05-24,East_Antarctica,1.884797412,1.9609224671345513,-0.07612505513455137
2020-05-25,East_Antarctica,1.91006828,1.9782066869364214,-0.06813840693642148
2020-05-26,East_Antarctica,1.924190174,1.9952396698066341,-0.07104949580663411
2020-05-27,East_Antarctica,1.949037513,2.011996052605238,-0.0629585396052379
2020-05-28,East_Antarctica,1.977902355,2.0284504721922794,-0.050548117192279474
2020-05-29,East_Antarctica,1.992027736,2.044577565427803,-0.05254982942780306
2020-05-30,East_Antarctica,1.992553814,2.0603519691718604,-0.06779815517186027
2020-05-31,East_Antarctica,2.007456086,2.0757483202844944,-0.06829223428449449
2020-06-01,East_Antarctica,2.034244127,2.0907536907126145,-0.05650956371261451
2020-06-02,East_Antarctica,2.035966698,2.105410317806455,-0.06944361980645475
2020-06-03,East_Antarctica,2.04141705,2.1197757312634105,-0.07835868126341028
2020-06-04,East_Antarctica,2.044365766,2.133907461347343,-0.08954169534734335
2020-06-05,East_Antarctica,2.045437708,2.1478630383221176,-0.10242533032211742
2020-06-06,East_Antarctica,2.077049886,2.1616999924515943,-0.0846501064515941
