time,SIE_circumpolar,SIE_Weddell,SIE_Amundsen_Bellingshausen,SIE_Ross,SIE_East_Antarctica,SIE_King_Haakon
1978-12-07,13.014013500833041,1.1410751605155018,3.433558075158557,3.384294812678329,1.4955607083699272,3.5595247441107265
1978-12-09,12.574342913450039,1.0764303750045838,3.4258576481447562,3.196460750598189,1.3371113971778839,3.5384827425246277
1978-12-11,12.201295158316396,1.0269324385438248,3.424855843070519,2.9837412520878126,1.2309341261292719,3.53483149848497
1978-12-13,11.740408501275523,1.0018100900466578,3.3720641879238387,2.6831287568814526,1.1788415913232435,3.504563875100329
1978-12-15,11.31049432628302,0.9507663677387703,3.35877221784593,2.415449769884441,1.153215552908495,3.432290417905384
1978-12-17,10.848671961256674,0.9084415603117495,3.3153379473184463,2.1171973585855017,1.1321902338358178,3.375504861205159
1978-12-19,10.346907661315218,0.9004779450416966,3.2037180725284657,1.905461660661722,1.0700898698029002,3.267160113280432
1978-12-21,9.937986305543841,0.8523197474248946,3.126930891929975,1.7159682083388466,1.0838710378914185,3.158896419958707
1978-12-23,9.48724065253162,0.7822062256442244,3.1126754814124014,1.4613632499502582,1.0780374129241261,3.0529582826006103
1978-12-25,8.947773673241418,0.7779572358987834,3.11185177641557,1.257602969673025,1.031260940255187,2.769100750998852
1978-12-27,8.500792968133878,0.7860113912688115,3.0253524964639964,1.0714586045323642,1.0073619252172545,2.6106085506514507
1978-12-29,8.098749930735654,0.7674780883588905,2.951917254007218,0.8962285632102317,0.9742614534994758,2.5088645716598377
1978-12-31,7.777750778254179,0.7308911486211689,2.8937368501263037,0.8034034259364554,0.96929197069104,2.38042738287921
1979-01-01,6.182461315631913,0.6549702260704839,2.2730594036880927,0.5746080382837273,0.8680341773767406,1.8117894702128678
1979-01-02,7.456886720584651,0.6931670205475517,2.775492856841405,0.7078833063488884,0.9664768220431186,2.313866714803688
1979-01-04,7.28663616382121,0.6677894130070805,2.734956528274566,0.6655511820486781,0.9568592419281714,2.2614797985627146
1979-01-06,7.097029422458806,0.6647353515772829,2.6247682974914115,0.6625582645592711,0.948775145857258,2.196192362973582
1979-01-08,6.7908864214108835,0.6562201173323421,2.502761152723391,0.6221260679523178,0.9203741948042815,2.0894048885985517
1979-01-10,6.615114347875904,0.659260844807626,2.4656884374018198,0.6121779052896186,0.8967592791182688,1.9812278812585704
1979-01-12,6.381475983401023,0.6604989509549977,2.375832206949568,0.6030088307419451,0.89779099891533,1.844344995839182
1979-01-14,6.092835096534298,0.6561906283289755,2.261689347011378,0.5754720247537791,0.8682824180892411,1.7312006783509235
1979-01-16,5.901119731770354,0.6679698219666217,2.1713777314830183,0.5770220676056936,0.8086020407547632,1.676148069960257
1979-01-18,5.759769851070832,0.646979410811329,2.126724335780895,0.5604928400138715,0.8308756381270094,1.5946976263377266
1979-01-20,5.466696759936807,0.6371073324225152,2.026898535779313,0.5262035330649706,0.835183752888966,1.4413036057810424
1979-01-22,5.16283688790859,0.612925821698534,1.9202042088795515,0.5190190004313524,0.8257692583698942,1.284918598529257
1979-01-24,4.974112887253947,0.6613283582380494,1.832213476045231,0.48441895374168464,0.8110795677777849,1.1850725314511967
1979-01-26,4.696033929589399,0.6681126724898012,1.7665504953198672,0.42595995908714823,0.7567575088132702,1.078653293879312
1979-01-28,4.573283327781215,0.6636819162062498,1.7193497385206706,0.4301990960701541,0.7556377755025478,1.0044148014815926
1979-01-30,4.370066575356367,0.6307480136660455,1.6216553290928633,0.4213891420757912,0.7700557232409314,0.926218367280735
1979-02-01,4.146673590974638,0.6301572467280083,1.5582851576272105,0.4059850182631788,0.7610827526075028,0.7911634157487374
1979-02-03,3.963581882319287,0.633806545231564,1.5228930997527845,0.3935525771195489,0.7353934558450046,0.677936204370385
1979-02-05,3.8056521777299332,0.6306770265629006,1.4498458041243167,0.3880036572588229,0.7351519794240341,0.6019737103598589
1979-02-07,3.687640904235194,0.6164584540554638,1.441694378001034,0.3850279277037216,0.7210301684853115,0.5234299759896623
1979-02-09,3.61337771221165,0.630569202202174,1.406286993786257,0.35753745309369833,0.7347177887904532,0.484266274339068
1979-02-11,3.461090631834037,0.6266972640550119,1.2975985155708973,0.34392928029361397,0.7137693577716974,0.47909621414281617
1979-02-13,3.3994789304559894,0.6231507792335131,1.2492231530642455,0.3307721530422457,0.7234278113162791,0.47290503379970644
1979-02-15,3.3550018835766626,0.6330735827556251,1.2384692537489959,0.3212210014877824,0.6811398415084354,0.48109820407582343
1979-02-17,3.3020003879104958,0.6281044802849167,1.224182865205797,0.30644501042159655,0.6457829535431646,0.497485078455021
1979-02-19,3.3147962069503385,0.6101846181190269,1.248547401371767,0.280188419666204,0.6632337285943102,0.5126420391990304
1979-02-21,3.3426374752073738,0.5923201903372575,1.2756346461060502,0.28764084486816327,0.668641598326715,0.5184001955691877
1979-02-23,3.3339146827458745,0.5674773956890956,1.2831673541083892,0.26908214512144846,0.6849578013984788,0.5292299864284626
1979-02-25,3.400387669628448,0.5611449029991009,1.3269804888400316,0.25542814890238225,0.7350826347896198,0.5217514940973136
1979-02-27,3.4374579076014573,0.557391723666977,1.3439414793954167,0.2669253318508161,0.7592548507545656,0.5099445219336824
1979-03-01,3.4855258713683024,0.5412273002465194,1.409657720987032,0.2783203041399518,0.7669700886373382,0.4893504573574607
